OBJECTID,Country,Region,Subregion,Location,State_Region,Location_type,Project_name,Capacity_m3_d,Size_,Capacity_MGD,Capacity_MIGD,Units,Unit_size_m3_d,Unit_size_MGD_,Unit_size_MIGD_,Technical_notes,Technology,Thermal_design,Thermal_equipment,Membrane_supplier_RO_,Membrane_type_RO_,ERD_supplier,ERD_type,DAF_pretreatment_supplier,DAF_brand,MF_UF_Pretreatment_Supplier,MF_UF_brand,Other_pretreatment,Feedwater,Award_date,Online_date,Consultant,Consultant_2,Consultant_3,Customer_type,Industry,Customer,Plant_status,Plant_type,Plant_supplier,Plant_supplier_share,Plant_supplier_2,Plant_supplier_2_share,Plant_supplier_3,Plant_supplier_3_share,Plant_supplier_4,Plant_supplier_4_share,Plant_supplier_5,Plant_supplier_5_share,Procurement_model,Concession_period,Dev_consortium,Developer,Dev_share,Developer_2,Dev2_share,Developer_3,Dev3_share,Developer_4,Dev4_share,Developer_5,Dev5_share,Developer_6,Dev6_share,EPC_price,Water_price_USD_m3_,Last_update,Latitude,Longitude,Contact,Feedwater_Ph,Feedwater_salinity,Feedwater_temp_minimum,Feedwater_temp_maximum,Product_water_salinity,Product_water_temp,Civil_contractor_offshore_,Civil_contractor_onshore_,Consultant_1,Developer_codeveloper,Engineering_Consultancy,Environmental_advisor,EPC_contractor_desal_,EPC_contractor_pipeline_,EPC_contractor_power_,EPCM_contractor,Equipment_Supplier_Desal_uns_87,Equipment_supplier_Membranes_88,Equipment_Supplier_Chemical__89,Equipment_supplier_DAF_pretr_90,Equipment_Supplier_Energy_Re_91,Equipment_Supplier_Glass_Rei_92,Equipment_Supplier_High_Pres_93,Equipment_Supplier_Low_Press_94,Equipment_Supplier_Membranes_95,Equipment_Supplier_Membranes_96,Equipment_Supplier_Motors,Equipment_Supplier_Pipes_uns_98,Equipment_Supplier_Pressure__99,Equipment_Supplier_Pretreatm_100,Equipment_Supplier_Pumps_Bri_101,Equipment_Supplier_Pumps_Bri_102,Equipment_Supplier_Pumps_Hig_103,Equipment_Supplier_Pumps_Not_104,Equipment_Supplier_Steel,Equipment_Supplier_Valves,Financial_advisor,Government_agency,Holding_Company,Insurance_adviser,Legal_advisor,Lender,Lender_engineer,O_M_contractor,Off_taker,Owner___Client,Owners_engineer,Prime_contractor,Project_Company,Sponsor,Subcontractor,Technical_advisor,Technology_provider,Winner,Short_listed1,Short_listed2,Short_listed3,Short_listed4,Short_listed5,Bid_submitted1,Bid_submitted2,Bid_submitted3,Bid_submitted4,Bid_submitted5,Pre_qualified1,Pre_qualified2,Pre_qualified3,Pre_qualified4,Pre_qualified5,Statement_of_qualification1,Statement_of_qualification2,Statement_of_qualification3,Statement_of_qualification4,Statement_of_qualification5,RO_System,RO_Configuration,RO_Feed_Pump_Drive,RO_Control_Type,RO_Energy_Recovery,RO_Electrical_Power_Consumpt_150,RO_Membrane_Type,RO_Pre_Treament_1st_Stage,RO_NPS_Or_MWCO,RO_Pre_Treament_2nd_Stage,RO_Pre_Treament_3rd_Stage,RO_Pre_Treament_4th_Stage,RO_Pre_Treament_5th_Stage,RO_Passivation,RO_Disinfection,RO_Dosed_Chemical_1st_Stage,MED_Design,MED_System,MED_Equipment,MED_Type,MED_Geometry,MED_Configuration,MED_Power_Consumption,MED_Gain_Output_Ratio,MSF_Design,MSF_System,MSF_Equipment,MSF_Type,MSF_Geometry,MSF_Configuration,MSF_Heat_Recovery_Stages,MSF_Heat_Rejection_Stages,MSF_Gain_Output_Ratio
626,U.S.A.,Americas,North America,Corpus Christi,Texas,Land based,Corpus Christi,"4,360",M,1.150000000000000,0.960000000000000,2,2180.000000000000000,0.580000000000000,0.480000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1994,1994,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"4,240,000 USD",,2012-06-27 03:32:29 UTC,27.800582800000001,-97.396381000000005,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
627,U.S.A.,Americas,North America,Smithfield,Virginia,Land based,Smithfield,"4,360",M,1.150000000000000,0.960000000000000,,,,,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2010,2011,Watek Engineering Corporation,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Xylem Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-13 08:48:25 UTC,36.982370899999999,-76.631066200000006,,,,,,,,,,Watek Engineering Corporation,,,,ITT Water Equipment Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,Xylem Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U.S.A.,Americas,North America,Enid,Oklahoma,Land based,Enid,"4,360",M,1.150000000000000,0.960000000000000,1,4360.000000000000000,1.150000000000000,0.960000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1999,1999,,,,Industry (TDS <10ppm),,,Online,Stand-alone,Water & Power,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,160,000 USD",,2012-06-27 03:32:24 UTC,36.395555999999999,-97.878332999999998,,,,,,,,,,,,,,Water & Power,,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Water & Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
629,U.S.A.,Americas,North America,Texas City,Texas,Land based,Texas City,"4,360",M,1.150000000000000,0.960000000000000,1,4360.000000000000000,1.150000000000000,0.960000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1994,1994,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,160,000 USD",,2012-06-27 03:32:32 UTC,29.383845000000001,-94.902700199999998,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
630,U.S.A.,Americas,North America,Torrance,California,Land based,Torrance,"4,360",M,1.150000000000000,0.960000000000000,1,4360.000000000000000,1.150000000000000,0.960000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1993,1993,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,950,000 USD",,2012-06-27 03:32:04 UTC,33.835833000000001,-118.340556000000007,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
631,U.S.A.,Americas,North America,Martin County,Florida,Land based,Martin County,"4,356",M,1.150000000000000,0.960000000000000,1,4356.000000000000000,1.150000000000000,0.960000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,"Energy Recovery, Inc.",,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1995,1996,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,County,Online,Stand-alone,Xylem Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"4,930,000 USD",,2014-08-11 08:25:35 UTC,27.083662700000001,-80.416440199999997,,,,,,,,,,,,,,ITT Aquious,,,,,TriSep Corporation,,,"Energy Recovery, Inc.",,,,,,,,,,,,,,,,,,Xylem Inc.,,,,,,,County,,,,,,Hazen and Sawyer,,,,,,,,,,,,,,,,,,,,,,,Single Pass,Brine Staging,Electric Motor,Feed Control,,,Spiral Wound Membrane,,,,,,,Lime water,Chlorination,,,,,,,,,,,,,,,,,,
632,U.S.A.,Americas,North America,Bayonne,New Jersey,Land based,Bayonne WTF,"4,353",M,1.150000000000000,0.960000000000000,3,1451.000000000000000,0.380000000000000,0.320000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2010,2011,Burns & Roe,,,Power stations (TDS <10ppm),Power,Bayonne Energy Center,Online,,Doosan,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:29 UTC,40.668714100000003,-74.114309100000000,,,,,,,,,,Burns & Roe,,,,"Doosan Hydro Technology, Inc.",,,,,Hydranautics,,,,,,,,,,,,,,,,,,,,,Doosan,,,,,,,Bayonne Energy Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,U.S.A.,Americas,North America,Austin,Texas,Land based,Austin,"4,269",M,1.130000000000000,0.940000000000000,3,1423.000000000000000,0.380000000000000,0.310000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1996,1997,,,,Industry (TDS <10ppm),,,Online,Stand-alone,Nomura Micro Science,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2012-06-27 03:32:54 UTC,30.267153000000000,-97.743060799999995,,,,,,,,,,,,,,Nomura Micro Science,,,,,,,,,,,,,,,,,,,,,,,,,,Nomura Micro Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,U.S.A.,Americas,North America,Pittsburgh,Pennsylvania,Land based,Pittsburgh,"4,250",M,1.120000000000000,0.930000000000000,1,4250.000000000000000,1.120000000000000,0.930000000000000,,RO (Reverse Osmosis),,,,Tube Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1974,1977,,,,Industry (TDS <10ppm),Refining/Chemicals,Dow Water & Process Solutions,Presumed Offline,Stand-alone,,,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,860,000 USD",,2016-05-20 10:54:31 UTC,40.440624800000002,-79.995886400000003,,,,,,,,,,,,,,,,,,,Dow Filmtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dow Water & Process Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Tube Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
635,U.S.A.,Americas,North America,Decatur,Illinois,Land based,Decatur,"4,250",M,1.120000000000000,0.930000000000000,3,1416.670000000000073,0.370000000000000,0.310000000000000,,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),HTE (Horizontal Tube Evaporator),,,,,,,,,,Wastewater,1983,1990,,,,Industry (TDS <10ppm),,Archer Western Contractors,Presumed Online,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"6,060,000 USD",,2012-06-27 03:32:14 UTC,39.840314700000000,-88.954800100000000,,,,,,0,,,,,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,Archer Western Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVC (Mechanical Vapour Compression),Single Deck,HTE (Horizontal Tube Evaporator),Horizontal Stack,Rectangular,Single Deck,,,,,,,,,,,
636,U.S.A.,Americas,North America,Austin,Texas,Land based,Austin,"4,209",M,1.110000000000000,0.930000000000000,3,1403.000000000000000,0.370000000000000,0.310000000000000,,RO (Reverse Osmosis),,,Hydranautics,Spiral Wound Membrane,,,,,,,,Pure water or tap water (TDS <500ppm),1997,1997,,,,Industry (TDS <10ppm),,,Online,Stand-alone,Nomura Micro Science,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,000,000 USD",,2012-06-27 03:32:28 UTC,30.267153000000000,-97.743060799999995,,,,,,,,,,,,,,Nomura Micro Science,,,,,,,,,,,,,,,,,,,,,,,,,,Nomura Micro Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
638,U.S.A.,Americas,North America,Casa Grande,Arizona,Land based,Casa Grande,"4,088",M,1.080000000000000,0.900000000000000,1,4088.000000000000000,1.080000000000000,0.900000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1994,1994,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,730,000 USD",,2014-08-13 12:55:51 UTC,32.879443999999999,-111.757221999999999,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
639,U.S.A.,Americas,North America,Merrimac Valley,Massachusetts,Land based,Merrimac Valley,"4,088",M,1.080000000000000,0.900000000000000,4,1022.000000000000000,0.270000000000000,0.220000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1975,1976,,,,Power stations (TDS <10ppm),Power,AT&T,Presumed Offline,Stand-alone,Graver Water Systems,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"4,140,000 USD",,2014-04-03 15:29:59 UTC,42.755555999999999,-71.175832999999997,,,,,,,,,,,,,,Graver Water,,,,Aquatech International Corporation,Dow Filmtec,,,,,,,,,,,,,,,,,,,,,Graver Water Systems,,,,,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
640,U.S.A.,Americas,North America,Sooner,Oklahoma,Land based,Sooner,"4,087",M,1.080000000000000,0.900000000000000,1,4087.000000000000000,1.080000000000000,0.900000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1992,1992,,,,Power stations (TDS <10ppm),Power,OKLAHOMA GAS,Presumed Online,Stand-alone,Graver Water Systems,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,990,000 USD",,2014-08-11 13:43:51 UTC,35.232500000000002,-97.853611000000001,,,,,,,,,,,,,,Graver Water,,,,,,,,,,,,,,,,,,,,,,,,,,Graver Water Systems,,,,,,,OKLAHOMA GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
641,U.S.A.,Americas,North America,Annawan,Illinois,Land based,Patriot Renewable Fuels,"4,087",M,1.080000000000000,0.900000000000000,3,1362.329999999999927,0.360000000000000,0.300000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2006,2007,,,,Industry (TDS <10ppm),Refining/Chemicals,Engro Chemcials Pakistan Ltd.,Online,,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-19 10:25:47 UTC,41.397241000000001,-89.874476000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engro Chemcials Pakistan Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,U.S.A.,Americas,North America,Rancho Dominguez,California,Land based,Rancho Dominguez,"4,033",M,1.070000000000000,0.890000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Seawater (TDS 20000ppm - 50000ppm),,,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,California Water Service Company ,Cancelled,,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2018-05-25 11:26:54 UTC,37.160316549999997,-119.812499700000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California Water Service Company ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,U.S.A.,Americas,North America,Arizona,Arizona,Land based,Detroit ,"4,000",M,1.060000000000000,0.880000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2011,2011,,,,Industry (TDS <10ppm),,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-12 10:52:25 UTC,34.307143859999996,-112.078124700000004,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,U.S.A.,Americas,North America,Ocotillo,California,Land based,"Ocotillo,  CA","4,000",M,1.060000000000000,0.880000000000000,2,2000.000000000000000,0.530000000000000,0.440000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2012,2013,,,,Industry (TDS <10ppm),,,Online,,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2016-05-20 15:25:25 UTC,32.738671300000000,-115.994180000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sulzer Pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,U.S.A.,Americas,North America,Mt. Pleasant,South Carolina,Land based,Mt. Pleasant,"4,000",M,1.060000000000000,0.880000000000000,2,2000.000000000000000,0.530000000000000,0.440000000000000,,RO (Reverse Osmosis),,,Hydranautics,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1990,1991,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,MPWSC,Presumed Online,Stand-alone,Nitto Denko Corporation,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,130,000 USD",,2012-06-27 03:32:27 UTC,32.788121169999997,-79.865112300000007,,,,,,,,,,,,,,Hydranautics,,,,,,,,,,,,,,,,,,,,,,,,,,Nitto Denko Corporation,,,,,,,MPWSC,,,,,,CH2M,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
646,U.S.A.,Americas,North America,,Colorado,Land based,Colorado,"3,960",M,1.050000000000000,0.870000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,2014,2015,,,,Industry (TDS <10ppm),Oil & Gas,,Online,,GENERAL ELECTRIC GROUP (GE),,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-11 10:22:16 UTC,39.550050700000000,-105.782067400000003,,,,,,,,,,,,,,GE Water and Process Technologies (GEW&PT),,,,,,,,,,,,,,,,,,,,,,,,,,GENERAL ELECTRIC GROUP (GE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,U.S.A.,Americas,North America,,Arkansas,Land based,Arkansas,"3,840",M,1.010000000000000,0.840000000000000,,,,,,RO (Reverse Osmosis),,,GE Water & Process Technologies ,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2015,2015,,,,Industry (TDS <10ppm),General,,Online,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13 14:15:42 UTC,35.201050000000002,-91.831833399999994,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U.S.A.,Americas,North America,Plainfield,Connecticut,Land based,Plainfield Renewable Energy Power Plant,"3,816",M,1.010000000000000,0.840000000000000,1,3816.000000000000000,1.010000000000000,0.840000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2013,2013,,,,Industry (TDS <10ppm),Power,,Online,,Aquatech International Corporation,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2015-08-28 12:54:22 UTC,41.688203000000001,-71.899400000000000,,,,,,,,,,,,,,Aquatech International Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,Aquatech International Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,U.S.A.,Americas,North America,Elkhorn,Wisconsin,Land based,"Elkhorn Valley Ethanol, LLC
","3,815",M,1.010000000000000,0.840000000000000,2,1907.500000000000000,0.500000000000000,0.420000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2006,2007,,,,Industry (TDS <10ppm),,,Online,,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 13:41:50 UTC,42.672792700000002,-88.544544700000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,U.S.A.,Americas,North America,Twin Falls,Idaho,Land based,Twin Falls ,"3,815",M,1.010000000000000,0.840000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2009,2009,,,,Power stations (TDS <10ppm),Power,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-13 09:49:58 UTC,42.562966799999998,-114.460871100000006,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,U.S.A.,Americas,North America,Craig,Colorado,Land based,Craig,"3,815",M,1.010000000000000,0.840000000000000,3,1271.670000000000073,0.340000000000000,0.280000000000000,,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),,,,,,,,,,,Wastewater,1976,1978,,,,Power stations (TDS <10ppm),Power,"Utilities, Inc.",Presumed Offline,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"7,800,000 USD",,2014-04-03 15:29:56 UTC,40.515249099999998,-107.546454100000005,,,,,,0,,,,,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,"Utilities, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVC (Mechanical Vapour Compression),,,,,,,,,,,,,,,,
657,U.S.A.,Americas,North America,New Jersey,New Jersey,Land based,New Jersey,"3,815",M,1.010000000000000,0.840000000000000,1,3815.000000000000000,1.010000000000000,0.840000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1997,1998,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,810,000 USD",,2012-06-27 03:32:20 UTC,40.166944000000001,-74.499722000000006,,,,,,,,,,,,,,GE Ionics,,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,Metcalf & Eddy Ltd.,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
658,U.S.A.,Americas,North America,Livermore,California,Land based,Livermore,"3,800",M,1.000000000000000,0.840000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,1997,1997,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2012-06-27 03:33:21 UTC,37.681874499999999,-121.768008800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,U.S.A.,Americas,North America,Venice,Florida,Land based,Venice,"3,790",M,1.000000000000000,0.830000000000000,1,3790.000000000000000,1.000000000000000,0.830000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1981,1982,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Venice,Offline (Decommissioned),Stand-alone,Basic,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,490,000 USD",,2016-01-27 09:30:41 UTC,27.099722000000000,-82.454166999999998,,,,,,,,,,,,,,Basic,,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Basic,,,,,,,City of Venice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
661,U.S.A.,Americas,North America,Huber Ridge,Ohio,Land based,Huber Ridge,"3,788",M,1.000000000000000,0.830000000000000,1,3788.000000000000000,1.000000000000000,0.830000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1996,1997,Wilson,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Huber Ridge,Online,Stand-alone,Biwater Plc,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,490,000 USD",,2016-01-27 09:32:01 UTC,40.088674699999999,-82.916568900000001,,,,,,,,,,Wilson,,,,"Biwater, Inc.",,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Biwater Plc,,,,,,,City of Huber Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
662,U.S.A.,Americas,North America,Tequesta,Florida,Land based,Tequesta,"3,788",M,1.000000000000000,0.830000000000000,1,3788.000000000000000,1.000000000000000,0.830000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1997,1999,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,Stand-alone,Biwater Plc,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,490,000 USD",,2012-06-27 03:32:11 UTC,26.968112300000001,-80.128654200000000,,,,,,,,,,,,,,"Biwater, Inc.",,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Biwater Plc,,,,,,,,,,,,,Poole and Kent Corporation,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
